gene,log2fc,p_value,mean_active,mean_latent,p_adj,significant
CCBE1,0.02460001298722726,0.667999215642977,7997.615948453609,7862.401240963855,0.8006513037966714,False
RG9MTD1,-0.07962152734443002,0.6681289925746481,97.8505614845361,103.40267883493975,0.8007665638731117,False
LOC644257,-0.07709592537624017,0.668456197496202,16.185254124742265,17.073702457831324,0.8011184220219348,False
TMEM184C,0.02118636146215435,0.6686647561676462,362.4458319587629,357.1621096385542,0.8012474466164597,False
OR4A5,0.12161670043203629,0.668629241647011,10.491061980412372,9.642933638554217,0.8012474466164597,False
TGFBR1,0.09416260738926337,0.6686540119356839,14.266029927835051,13.364642975903617,0.8012474466164597,False
TNR,-0.10493949506537957,0.6688114243802441,9.400907707216495,10.110199485542168,0.8013425822567296,False
LOC729837,-0.09209665113452238,0.6687782421310495,18.2396398185567,19.441963008433735,0.8013425822567296,False
LOC643197,-0.06897109021499137,0.6689107474953133,20.21069525773196,21.200378795180725,0.8014212803048104,False
LOC649910,0.07896645104904719,0.6690238042571552,13.643934047422677,12.917198724096385,0.8015164238782102,False
CDV3,-0.022258998518565328,0.6691240818265383,1668.5144329896902,1694.4571626506022,0.8015962486851866,False
ZBTB48,-0.016843217981199376,0.6691749718193827,1197.2855762886597,1211.345595180723,0.8016169031856566,False
HRASLS2,0.05367830180351376,0.6692105044863037,74.52481195876288,71.8029206506024,0.8016191597132549,False
LOC441920,-0.07682329712814902,0.6692518041539812,57.99547114432991,61.16742493975904,0.8016283237146309,False
OSTC,0.02799837620244505,0.6694608909090275,1770.4761865979378,1736.447825301205,0.8018384516905863,False
ING2,0.03481525407289484,0.6697137663803395,264.84947670103094,258.5346059036145,0.802060680498634,False
LOC644241,-0.05695256782260058,0.6697030482225124,29.772783720618563,30.97161655421687,0.802060680498634,False
LOC392506,0.0514331169944282,0.6697513038952175,33.06117517113402,31.903282951807228,0.8020653150704151,False
PRAMEF10,-0.09533914038288159,0.6698363027993803,12.169545293814434,13.000926183132531,0.8021267840348667,False
ZNF829,-0.07071027836008442,0.6699678787552048,22.733362658762886,23.87534165060241,0.8021313315650068,False
FEZF1,0.08228782371189493,0.6698970665949854,16.99609547216495,16.053807784337348,0.8021313315650068,False
LOC652753,-0.1287869868628635,0.669927057837501,7.003976477319588,7.6579658433734945,0.8021313315650068,False
LOC649683,-0.06098584067807759,0.6699747821634767,23.607917476288662,24.627268522891566,0.8021313315650068,False
SLC5A12,-0.05961963092229355,0.6702403645192091,24.877672458762888,25.927285072289163,0.8024089755234494,False
LOC643286,-0.09795762863399593,0.6704197780134185,11.165676383505154,11.950146267469881,0.8025834357594808,False
LOC100133882,0.0839963610097667,0.6704863727591931,11.81789274329897,11.14948018192771,0.8026228259003195,False
FLJ35816,-0.08559080637275888,0.6706292873714688,21.35889374226804,22.664396289156628,0.8027535681363933,False
ZNF816A,-0.04132985889319985,0.6706969331445773,187.27695649484536,192.7195931325301,0.8027538704935323,False
LOC644829,0.04484471922979063,0.6706870401999079,45.878876701030926,44.474714662650605,0.8027538704935323,False
PCDHA2,0.07734472545479633,0.6707664784803663,15.371109253608248,14.568744504819273,0.8027967755256351,False
HIT-40,0.04486685272242946,0.6708281744713627,40.27582212371134,39.04254734939759,0.8028302823486021,False
CACNA2D4,-0.041840662773055357,0.670903947663387,155.40930154639173,159.9824351807229,0.8028806321989687,False
MYH13,-0.1027505648838889,0.6710785089419096,10.623185308247425,11.407376072289157,0.8029685242854401,False
LOC727866,0.03298197797100211,0.6710590988603126,115.21243051546391,112.60839638554219,0.8029685242854401,False
ZNF263,0.03596381906399321,0.6710133869736149,216.83723742268043,211.49868783132533,0.8029685242854401,False
LOC644343,-0.06605434739942569,0.6712046986331897,27.976992981443292,29.287707180722887,0.8030388477068339,False
PFN4,-0.038935888139427305,0.6711939657005446,52.52543061855671,53.96230493975903,0.8030388477068339,False
LOC643338,-0.09241471638007039,0.6712440359522509,11.57943399072165,12.345450231325302,0.8030455817049402,False
LOC100130953,0.1330972529843898,0.671485859544315,7.192526013402062,6.558660877108434,0.8032945481532697,False
LOC647499,-0.1363970036327448,0.6715304734578118,6.696447585876289,7.360444855421687,0.8033075806771504,False
LOC653241,0.11501055186243148,0.6717187215368853,8.65538995298969,7.992175520120483,0.8033310794765672,False
KRT33A,-0.0823790235782324,0.6716982503801934,12.925892713402062,13.68545068433735,0.8033310794765672,False
LOC731338,0.080050838226742,0.6715854141425839,13.475243445360825,12.747907879518072,0.8033310794765672,False
LOC100128889,-0.09436844057891089,0.6716817120740548,10.473547678350515,11.18153803253012,0.8033310794765672,False
C2orf68,-0.021107401499562545,0.671661963013646,354.19632886597935,359.41650481927707,0.8033310794765672,False
PPP2R1B,0.040405750213064605,0.6718260874005231,40.815751144329894,39.688478542168674,0.8034191496482436,False
FLJ46358,0.06393520805422225,0.6719313233702351,22.427530959793813,21.45532262650602,0.8035046640221419,False
GOLPH3,0.021373151394747814,0.6719801722033251,1386.9491268041238,1366.5532891566265,0.8035227446870358,False
SLC26A10,0.04841611908580117,0.6721131835660932,59.57382504123712,57.60773253012048,0.803603750966513,False
MIR634,0.1102776358489102,0.6721153816902897,16.394130164948454,15.187682259036146,0.803603750966513,False
TMPRSS11A,-0.05387434355626034,0.6721819812078782,28.06084002061856,29.128522831325306,0.8036105553400822,False
HSD17B6,0.06581909650681218,0.6721885378105956,17.53311797216495,16.75118876626506,0.8036105553400822,False
TTLL8,0.05884278280283699,0.6722735725869933,30.712409319587636,29.48495332048192,0.8036718847721769,False
LOC651659,-0.056304747041040173,0.6723979671045224,32.93225732164948,34.242929991566264,0.8037802584339926,False
C1QTNF9B,0.07211544240202625,0.6725481293425584,17.8452165945567,16.975122312048192,0.8038387560369139,False
PKHD1L1,0.059129344941041564,0.672509511941707,27.225679281443302,26.132383187951813,0.8038387560369139,False
LOC651864,-0.10915868870795528,0.672535477528706,7.472685154639176,8.060031222891567,0.8038387560369139,False
LOC647251,-0.1562248312352938,0.6726996837023309,44.75787751773195,49.87671519277109,0.8039795597672517,False
LOC650098,0.0474606699743698,0.6727910056273559,125.43069041237115,121.3715022891566,0.8040483659606953,False
LOC644539,0.12948135719511442,0.6729408189090678,7.063988969072164,6.4576163527228925,0.8041063915770036,False
LOC728832,0.05089464104373352,0.6729242521509105,30.990707845360824,29.916493060240967,0.8041063915770036,False
LOC644008,0.12863252127982744,0.672929460499568,6.960385072164949,6.366650644578312,0.8041063915770036,False
LOC730240,0.04214444239269923,0.6730299091778063,45.4023914226804,44.09526807228916,0.8041725111015587,False
SLC13A4,-0.10351172460546255,0.6730827193802414,10.491782962886598,11.272219369879519,0.8041952767839656,False
LOC644962,-0.09564431505716413,0.6732303895515312,11.2542907,12.025688124096385,0.8042507055604318,False
CD1B,-0.0389805901667192,0.6732263840766208,41.35646771134021,42.48912280722892,0.8042507055604318,False
LOC729439,-0.007011465626457663,0.6731828960898467,43929.8118556701,44143.82939759036,0.8042507055604318,False
SSX3,-0.041404156272342604,0.6732895321377179,88.69317329896907,91.27547180722891,0.8042767636107491,False
LRRC41,-0.022016270988384427,0.6733197235215036,727.3363175257732,738.520969879518,0.8042767636107491,False
LOC727764,-0.11877136470387316,0.6733903941144257,6.025899607938145,6.542980642168676,0.8043208502876894,False
FAM156A,0.022423356757157897,0.6735563868697316,389.70898969072164,383.6986940963855,0.804478782933802,False
LOC644683,-0.07320895640359651,0.6736204851899601,20.461710744329896,21.52682760453012,0.8045150056991236,False
LOC645487,-0.08058286963242826,0.6737004832563172,19.968113764948455,21.11518560240964,0.8045702131850433,False
LOC648541,-0.04434389455168268,0.673756950154576,42.28060859793814,43.60035972289157,0.8045973143281601,False
LOC731548,-0.04645038294130231,0.6738063639505221,39.33101850515464,40.61796410843374,0.8046132792496811,False
LOC100128760,-0.1096167360980706,0.6738378682076307,10.167574284536082,10.970218547951808,0.8046132792496811,False
LOC100133564,0.11384531989552879,0.6739185591613216,8.955471495876289,8.275945075903614,0.804669298060353,False
LOC728830,0.09562649664981791,0.6739839414822899,12.526756755670103,11.723362673493975,0.8047070334251788,False
LOC644120,-0.09947176295872662,0.6740768102962833,10.275900627835052,11.009405808433733,0.8047689922195252,False
ANKRD13D,-0.02968564226087693,0.6741033975460953,2367.197711340206,2416.41098313253,0.8047689922195252,False
RIMKLB,0.06514267545978508,0.6742189335128168,24.31203994845361,23.238682444578313,0.8048665891499216,False
LOC100133555,-0.05910108925992577,0.6744471554681193,34.67687316185567,36.12693607108434,0.8050976639302658,False
LOC647471,0.1098641941688745,0.6745035089232712,11.181723721649487,10.361827060240966,0.8050976639302658,False
MIR101-2,-0.09834111131815225,0.6745138846654147,14.418608776494848,15.435723216867473,0.8050976639302658,False
CCDC54,0.08579920128058031,0.6745884999349085,16.92987846391753,15.952388112048194,0.8051463844663991,False
MIDN,0.025580385445704165,0.6746388197385274,2853.557474226804,2803.407048192771,0.805166104034414,False
LOC649509,0.06030401728487234,0.6748222081015479,19.876906301030928,19.06318543373494,0.8053319538539924,False
LOC650361,-0.08882430011279464,0.6748453928886895,10.889474796907216,11.580990697590362,0.8053319538539924,False
DEFB122,0.06664467926274918,0.6750658184268685,20.67412252474227,19.7408131686747,0.8055546479855384,False
KIDINS220,0.031274410972938316,0.675229966877317,695.2125154639175,680.3040337349398,0.8056712403658527,False
YDD19,-0.10612214689401547,0.6752311625380772,9.021578922989692,9.710207313253013,0.8056712403658527,False
LOC642340,-0.06629960631556955,0.675306404325589,28.072756671134016,29.392953765060234,0.8057206626057248,False
LOC645452,0.012852091886951406,0.6754203564983294,33119.93577319588,32826.20072289156,0.8057355609844619,False
LOC652134,-0.03994284049397572,0.6753734779658525,65.41726907216494,67.25373419277108,0.8057355609844619,False
LOC401589,0.0823308110134607,0.6754025175459244,15.86087483298969,14.981079,0.8057355609844619,False
FLJ41856,-0.08880260962704624,0.6754808527981173,14.870876772164946,15.814986445783132,0.8057673805122201,False
DIO3,-0.05015174877289045,0.6756710483842646,72.57103412371134,75.13814904819277,0.8059135525788983,False
LOC644131,0.03368946856168328,0.6756517151006356,710.3468350515463,693.951165060241,0.8059135525788983,False
LOC729533,0.08054263812005609,0.6759205449981315,22.84491490412371,21.604478854216868,0.806130420199774,False
USP40,0.06376248805255375,0.6759205137474606,28.794245329896906,27.549345084337354,0.806130420199774,False
LRRC43,0.06718227219233326,0.6762957764351964,18.898502443298966,18.038628397590358,0.8065375591717904,False
ZNF197,0.031015979797045283,0.6766866157530874,90.3984168041237,88.4757156626506,0.8069616487564121,False
LOC644153,0.043565576252997465,0.6768375435844527,46.15293855670104,44.780074578313254,0.8069616487564121,False
LOC644893,-0.10815453769432724,0.6768452554919615,9.176969440206184,9.891383618987952,0.8069616487564121,False
LOC645104,0.0757261272964526,0.6768249080438307,16.502712489690722,15.658836795180726,0.8069616487564121,False
LOC729249,-0.11068823064349882,0.6768546222327425,9.550625704329896,10.312223159036146,0.8069616487564121,False
PCDH11X,0.06077438062537365,0.676784931942007,35.10362231958763,33.65557554216868,0.8069616487564121,False
ASB8,0.019648397389402373,0.6769992704521445,1350.5256082474227,1332.2571710843374,0.8070937106531271,False
LOC649160,-0.04800010442883482,0.6772424825365067,35.874869652577324,37.08854559036144,0.8072847633295307,False
SPINT1,0.0377280073642883,0.6771977213012399,50.5045744742268,49.20094614457832,0.8072847633295307,False
PDZRN4,-0.059036004382354804,0.6772783439312533,33.015418457731954,34.394453583132524,0.8072847633295307,False
LOC647102,0.04107781887524063,0.6773967350441724,37.53971126804124,36.48591754578313,0.8072847633295307,False
PTPRS,-0.05113920388029362,0.6773225513968115,81.56539020618557,84.50849208433735,0.8072847633295307,False
TNFSF8,0.02658339884947784,0.6773873381367825,181.11113226804125,177.80449879518073,0.8072847633295307,False
LOC653107,0.04696321983910164,0.6773343923543587,65.2139686701031,63.125276385542165,0.8072847633295307,False
CDC123,0.0178789532619012,0.6774688935642117,1115.2500350515463,1101.5143120481926,0.807330371236067,False
LASS3,0.08786987105824258,0.6775452003244968,11.794357142268042,11.09744004819277,0.8073809177336179,False
LOC729438,-0.05632731257783186,0.6776121135711668,29.154928145360824,30.31574086144578,0.807420266173456,False
MIR221,-0.08319742656293011,0.6777075428717649,19.30695964845361,20.453084371084337,0.8074532029924509,False
C18orf10,0.0670500789530327,0.6776803407977494,883.1314340206184,843.0265614457833,0.8074532029924509,False
RBKS,0.02930269568616193,0.6778355630989022,132.42625999999998,129.76367108433735,0.8075653440540682,False
LOC645402,-0.10188117487002915,0.6779266049095893,9.96320694742268,10.692233657831325,0.807633420451125,False
LOC645723,0.04152136827871827,0.6780638117194258,71.57493927835051,69.54434337349399,0.8077564849780918,False
CHRNB4,-0.04310636613225607,0.6781097232309294,49.52738070103093,51.02954191566264,0.8077635384382387,False
LOC653464,-0.07071665781924392,0.6781375464368372,110.26723945360824,115.80687361445783,0.8077635384382387,False
RASSF8,0.07563762610303938,0.6782642389786122,13.701848992783505,13.00199463855422,0.8078740545566461,False
ZFYVE9,-0.07429128147951951,0.6783237642923884,16.2745020185567,17.134506975903612,0.8079045613807404,False
LOC390547,0.05111036102914958,0.6783910132468611,44.91753106185567,43.35409501204819,0.8079442637894302,False
LOC643696,-0.11124121562128693,0.6784260051900577,10.11237616371134,10.922955363855422,0.8079455469727427,False
NCRNA00095,0.04289272369762579,0.6784710089007548,74.31355958762887,72.13666626506024,0.8079587525639932,False
LOC646903,0.05031981138096162,0.6785696160533845,50.193729835051556,48.473200578313254,0.8080357874257612,False
CIZ1,-0.05548549779743723,0.6786452258559355,36.77356012061856,38.2154058313253,0.8080854308774904,False
LOC100130757,0.12885101477445418,0.6786908004227785,5.812249738659793,5.315648389156627,0.8080993072007123,False
LOC647961,-0.09547618259340986,0.6787644068041621,9.907766893814433,10.585636457831326,0.8081061700797377,False
SH3BP5L,-0.029275876701315026,0.678760996251168,532.6440412371135,543.5631289156627,0.8081061700797377,False
NANOS3,-0.058756210128014054,0.6788183126258798,19.418945337113403,20.226140555421686,0.8081299616054337,False
PAIP2,-0.02408832747927493,0.678980475323403,3584.2161546391753,3644.5633373493974,0.8082826236073071,False
BRUNOL4,0.051821341986332994,0.6791455234901346,34.467010082474225,33.25093277108434,0.8084387051469283,False
PSMD12,0.008924562022216717,0.679191874819897,36257.18010309279,36033.584216867464,0.8084534842527433,False
LOC650673,0.07007151360164503,0.6793427638021114,19.924872813402065,18.980250084337353,0.8085522912698692,False
FLJ35934,0.06414983570434624,0.6793229114698294,19.769866581443296,18.910051590361448,0.8085522912698692,False
LOC100131672,0.09375277822491557,0.6795175903035011,609.4461595876288,571.1010337349397,0.808719965719154,False
LOC100128006,-0.1317611462652487,0.6796809859632851,5.317947054639175,5.826504235301204,0.808874019812336,False
ZFR,-0.02531466816226318,0.6797335804151283,839.4274453608247,854.286687951807,0.8088962029187073,False
FLJ45256,-0.06743069680151491,0.679851962993709,149.77435216494845,156.94089036144575,0.8089467234932941,False
LOC652833,-0.059883083578377516,0.6799458166993964,25.07155494845361,26.134119602409637,0.8089467234932941,False
ZNF738,-0.021883781632327647,0.6799162104332228,15451.819814432989,15687.99021686747,0.8089467234932941,False
C19orf20,-0.07790801740301795,0.6798843084924212,30.383798484536083,32.069686698795174,0.8089467234932941,False
LOC100131128,0.12538688134736034,0.6798568471849736,8.124600931958764,7.448294259036144,0.8089467234932941,False
LOC645602,0.0930161099368259,0.6801005097294095,13.061987863917524,12.246405532530122,0.8090610477614557,False
SNORD116-2,-0.06989813429953906,0.6801098326185162,16.967180658762885,17.809475077108434,0.8090610477614557,False
C8ORFK36,0.07808206824624175,0.6801724728941926,16.571218460824745,15.698183380722892,0.8090951626183827,False
LOC152578,-0.11217018778441176,0.6803439128900033,191.5279425051546,207.01353161445786,0.8092223420530116,False
LOC100132942,-0.0712419399379622,0.6803473235520199,23.966632835051545,25.17984100481928,0.8092223420530116,False
TAS2R8,0.07021302423084132,0.6806569828979602,16.922461811340206,16.118599939759033,0.8095502398191765,False
LOC254312,-0.13938365608865386,0.6807521172420958,6.4035385360824755,7.053078033734941,0.809622968851203,False
LOC651951,-0.086630816401372,0.6808653006238692,17.990612288659793,19.1040048,0.80966802675401,False
MIR574,0.07687471064028582,0.6808590918232069,53.581868391752586,50.80146768674699,0.80966802675401,False
SPATS2,0.02774539572608056,0.6808919635641958,110.46326319587628,108.35917060240968,0.80966802675401,False
LOC646670,0.06209476421848171,0.681029330840299,18.839628436082474,18.04595817951807,0.8097909532622133,False
KRT6B,0.05063602744441389,0.6812818799404867,35.13498218762887,33.92319701204819,0.8099295486712019,False
TEDDM1,0.0485185813538163,0.6812706250432432,37.66180136082474,36.41627668674699,0.8099295486712019,False
THUMPD2,-0.04959749050514112,0.681181268219461,86.63033520618558,89.66032880843373,0.8099295486712019,False
MGC39545,-0.04537447558768972,0.6812646434836165,43.39191141237113,44.77832657590362,0.8099295486712019,False
LOC401137,0.07505587192949453,0.6814741452274289,18.953558868041238,17.992714949518074,0.8101176927022474,False
LOC651860,-0.0972714727726145,0.6815866587965134,10.916721414432988,11.678144874698795,0.810170590385657,False
LOC651511,-0.07029660423218521,0.6815799194051341,30.05520654639175,31.555938672289155,0.810170590385657,False
C19orf64,0.09386664558419276,0.681688994677514,16.260542063917526,15.236258884337348,0.8101709613470899,False
RABAC1,-0.01538972637219936,0.6816745104887565,1940.6059587628865,1961.4178795180721,0.8101709613470899,False
C9orf37,0.11412213958462292,0.6816325965097474,18.928918515463916,17.48926726385542,0.8101709613470899,False
SUGT1P,-0.08225025519452958,0.6818020741743103,14.599099508247425,15.455599761445782,0.8102649313107151,False
LOC100128090,0.04845818062171599,0.6818693499615431,36.89102729896907,35.67248657831326,0.8102783698423875,False
LOC100133445,-0.21313072237484593,0.6818814069848543,9.904030831649484,11.48076226746988,0.8102783698423875,False
NIPA2,-0.014272615107013298,0.6819983351220118,1857.1369278350512,1875.600807228916,0.8103768934915301,False
LOC100129878,0.12099714820674064,0.6821727689915658,7.69325172886598,7.07434396626506,0.8105437344481831,False
CSGALNACT1,-0.08206247475634154,0.6823438009249873,70.61715928350516,74.75039804819278,0.8106660866465176,False
FAM13C1,0.10028983775739932,0.6823168756371423,10.37816773917526,9.681227736144578,0.8106660866465176,False
LOC643293,0.05247619781563303,0.682512092542946,36.60170281443299,35.29428439759036,0.8107851591029521,False
KRT18P30,0.12849749707613695,0.6824833398336421,8.07230867113402,7.3844160783132535,0.8107851591029521,False
LOC439992,-0.0636536934281829,0.6825544235985626,19.105656598041236,19.967497493975905,0.8107950153771407,False
GRLF1,-0.0669212183205207,0.6827608652600703,21.155124422680416,22.159546999999996,0.8109593704487538,False
ALAD,0.024548974778319074,0.6827399423959883,589.7278701030929,579.7779240963855,0.8109593704487538,False
SPTLC3,-0.12274982897141115,0.6828631502506703,6.975061835051546,7.594504478313254,0.8110404241909323,False
SPAG6,0.05387922827975058,0.6831231847422605,26.535316071134023,25.562598638554217,0.8112816953702955,False
YIPF5,0.05952278860084241,0.6831343999130306,125.44276884226805,120.3725571566265,0.8112816953702955,False
SDCCAG10,-0.030559951889755382,0.6832614512850139,239.50758000000002,244.63507493975905,0.8113921316964701,False
CNPY1,0.08776917195412183,0.6834400622305263,12.191846798969072,11.472243154216867,0.8114828848942299,False
FAU,0.025970432894331593,0.6834253778417181,9667.853391752578,9495.37621686747,0.8114828848942299,False
SNORA46,-0.16639007196633876,0.6834314802607535,12.841428812371134,14.41125328554217,0.8114828848942299,False
ECE2,-0.05311540498542942,0.6835946868280136,30.048759237113405,31.175675626506028,0.811504695251334,False
KISS1R,-0.042169725427338316,0.6835548562940734,95.32297505154641,98.15036987951807,0.811504695251334,False
MUL1,0.013670823325091787,0.6835683911926369,1405.6606103092784,1392.4036313253014,0.811504695251334,False
LOC642185,0.041162731143022935,0.6835197588671654,49.15751134020619,47.77477730120482,0.811504695251334,False
LOC649991,0.1046881609357775,0.6836999654585292,15.474749977319588,14.39160943012048,0.8115892310089461,False
C9orf75,-0.02863784002659664,0.683879131373212,151.25981618556702,154.292358313253,0.8117614622174404,False
MIR485,-0.11457333823147443,0.6839728228633888,6.744274329896907,7.301721073493976,0.8118322235600872,False
RNF31,0.020223535573099662,0.6840365182099228,1179.0460762886598,1162.6336445783134,0.8118673761117472,False
BOLA2,-0.033100129430149526,0.6842031233575974,2133.4976958762886,2183.0129397590363,0.8120246603770259,False
LOC390367,0.09662900009104276,0.6843023884108708,9.83025049072165,9.193404245783134,0.8121020125093242,False
LOC728285,0.046061398692960796,0.6843705594781113,35.295642525773204,34.18654639759036,0.8121424577059551,False
LOC643761,-0.0678520007150446,0.6844278825712193,21.942297832989688,22.998927972289152,0.8121700262250527,False
LCE5A,-0.07851170651992867,0.6845421544718759,14.186545071340207,14.97997266385542,0.8122651664085023,False
TAGLN3,-0.09070695181481253,0.6846120293820851,12.009975082474227,12.789324880722894,0.8123076190840429,False
LOC642384,0.044883495963244355,0.6847125230212572,73.92819701030928,71.66363546987952,0.8123863955344095,False
TAF11,-0.058551700741881235,0.6847875770423824,23.249099567010308,24.212071939759035,0.812434982464177,False
LOC158257,-0.06621324686082307,0.6849284824258696,23.587008996907215,24.694773439759036,0.812487865605142,False
FLJ30375,0.11412284399406804,0.6849019828478091,8.097885265979382,7.481991663855423,0.812487865605142,False
IRX1,-0.04420355521018019,0.6849344668995536,997.0734412371135,1028.0961771084337,0.812487865605142,False
CXCL13,0.05477678684380341,0.6852538214843132,30.95936826804124,29.80592706024096,0.8128262193398126,False
LOC649497,0.07887075062244339,0.6853298538898345,18.423448736082474,17.443292707228917,0.8128354629701049,False
LOC650850,-0.08185386380126267,0.6853289782363675,19.6268987,20.77266174337349,0.8128354629701049,False
LOC645039,0.07420154258884798,0.6854279882641154,17.66955038453608,16.783734801204815,0.8129042793227113,False
SLC25A36,-0.03652900286337196,0.6854561206831475,105.37728422680412,108.07950012048195,0.8129042793227113,False
CGB2,0.04864853077731557,0.6856514973767989,33.81810156391753,32.69674777108434,0.8130955060982368,False
GIYD1,0.01997025967593468,0.6857519909259551,963.9799525773195,950.7281542168676,0.8131522804203023,False
LOC260339,-0.06987208045700322,0.6857676390850982,20.812917814432993,21.84572998192771,0.8131522804203023,False
LOC730861,-0.1034212334684725,0.6860325962409337,7.712520006185568,8.285699853012048,0.8133450054866013,False
LOC652115,0.05278150848976151,0.6860093404744978,56.96009608247423,54.91385036144578,0.8133450054866013,False
LOC647568,0.03467357600466149,0.6860264867053978,59.92409072164948,58.501050722891584,0.8133450054866013,False
LOC644500,0.04519772128488346,0.6861173622317647,67.93286237113401,65.83760807228916,0.8133893282952037,False
PTPRG,-0.054024915956549076,0.6862748393877175,56.30326577319588,58.45164073493975,0.8133893282952037,False
KCNMB2,-0.030843247844168722,0.6862177976584465,168.74730041237112,172.39377373493977,0.8133893282952037,False
OR2AT4,-0.05123424421023781,0.6861537998683684,27.452939835051545,28.44539065939759,0.8133893282952037,False
PYY2,-0.08157570589460249,0.686213389626072,14.07530521030928,14.894109942168674,0.8133893282952037,False
LOC652816,0.06956640443106353,0.6862601976592324,29.667046492783502,28.27045106024096,0.8133893282952037,False
LOC389422,0.08985293376531532,0.686492710015208,11.515436382474228,10.820117379277109,0.8136070758018158,False
LOC644686,-0.04736707332748315,0.6866283542170404,55.742786195876285,57.60332891566267,0.813646402830907,False
TSGA10,0.06799908771446561,0.6866022570826453,21.237955329896913,20.26016313253012,0.813646402830907,False
CYP11A1,-0.044498589856237655,0.6865759756383081,153.8631469072165,158.68286060240968,0.813646402830907,False
LOC645251,-0.027607663711140276,0.6867246652666636,289.65824329896907,295.25456927710843,0.813679583241208,False
RAB11FIP2,0.0396285730937197,0.6867116409437304,352.4318793814433,342.88287614457823,0.813679583241208,False
SLC7A3,-0.0832687276103603,0.6867903046601167,16.485741682474227,17.46525276192771,0.8136857157351632,False
LOC652536,-0.05311370139723967,0.6867981518701534,25.48198231340206,26.43759998795181,0.8136857157351632,False
DCI,-0.031176771531937562,0.6869620486410484,589.2508134020618,602.1231626506024,0.8137584846489829,False
KRTAP21-2,-0.13614606594534165,0.6869557323432137,5.1088686268041235,5.614470246987952,0.8137584846489829,False
LOC647661,0.08392419053577106,0.6869140879759794,13.265898080412372,12.516213355180723,0.8137584846489829,False
MGC16703,0.006625769741792656,0.6870186519079813,43502.65814432989,43303.324457831324,0.8137850708235799,False
CDC42EP4,0.019032879236401533,0.6871795121438212,987.0403711340206,974.1042734939757,0.8139351423359148,False
LOC650058,-0.047970582964212485,0.687242047589923,37.63641502061856,38.908889277108436,0.8139687431507774,False
SRCRB4D,-0.10943134616864765,0.6872780456899494,11.867097593814435,12.802259665060243,0.8139709113831303,False
GPR32,-0.09875887938136627,0.6874402993716353,8.785593403092784,9.408068813253012,0.8140416667626239,False
PRKCE,-0.06427172718271529,0.6874160831975585,44.36248628969072,46.383508481927706,0.8140416667626239,False
LOC375010,-0.12777783847453147,0.6874377479603511,8.414660711340208,9.19393801807229,0.8140416667626239,False
LOC441362,0.09295788330274438,0.6875024362477932,13.980216556804127,13.107829618072289,0.8140747819837555,False
LOC388002,0.1056940303846227,0.6877383336337505,10.646374755670106,9.894290924578312,0.8141113203556193,False
LOC647946,-0.08465065571994054,0.6876883667997993,12.130758597938144,12.863831622891567,0.8141113203556193,False
DMTF1,0.023822082442986076,0.687704858059834,662.9633268041237,652.106221686747,0.8141113203556193,False
SNORA58,-0.03743788490285623,0.6876645039680822,128.31183793814432,131.68510433734937,0.8141113203556193,False
OR1J2,-0.044453947377798765,0.6876358535464988,38.76765932989691,39.98080663855422,0.8141113203556193,False
SPATA9,-0.038315956360319064,0.6877063018841201,45.79475154639175,47.02729071084337,0.8141113203556193,False
LOC645218,0.042336073366634024,0.6877749161834228,49.903003185567,48.45987108433735,0.8141141721274809,False
MRPL1,-0.05605201643925061,0.6879539448525056,121.29542309278351,126.10077391566269,0.8142856276753238,False
LOC100132896,0.11213502351437987,0.6880280005760108,11.19298744742268,10.355951577108433,0.8143328228200668,False
LOC100130454,-0.06593062117837624,0.6881125104197057,19.988291267010307,20.922942614457828,0.8143923858973942,False
LOC648585,-0.05696073911029176,0.6881589600104092,25.493743779381447,26.520426722891564,0.8144069003640327,False
LOC647513,-0.11424920679656778,0.6882695288368885,7.361638620618557,7.968323044578313,0.8144568341685474,False
GPR156,0.04321177568357423,0.6882535151227754,100.68704845360823,97.71597493975904,0.8144568341685474,False
Septin 12,0.0476147606665008,0.6883384630826657,72.41477463917526,70.06380389156627,0.8144979489404631,False
TNIP2,0.021702354904292273,0.6884302147592085,179.90485030927834,177.21880855421685,0.8145660577236825,False
SLC33A1,0.026561249749979404,0.6886074890540499,227.1511137113402,223.00732975903617,0.8147353469945186,False
CYP4F22,-0.11446716033421006,0.6886527966208167,61.52814753608248,66.60884277108435,0.8147357262899411,False
DCLRE1A,-0.09844336589171049,0.6886762087184881,22.557753671134023,24.150729625301203,0.8147357262899411,False
LOC339674,-0.04343769747169131,0.6889407233971244,39.87498118556701,41.093822530120484,0.8149796175556508,False
UNQ9433,-0.056121548381912315,0.689042738425242,29.831575110309277,31.01490492771084,0.8149796175556508,False
LOC653524,0.0350910711132069,0.689075252434652,54.25006896907216,52.94644795180723,0.8149796175556508,False
TRPV6,0.07300531401174928,0.6890366122215894,34.398775943298965,32.701388969397584,0.8149796175556508,False
CCDC60,-0.058157699944598226,0.6889612903109642,85.98002999999999,89.51685268674697,0.8149796175556508,False
CFI,0.03569811742608924,0.6890876227353178,152.09738989690723,148.38006506024095,0.8149796175556508,False
LOC646590,-0.11110700462061798,0.6891403185197568,7.038905933505154,7.6024172650602395,0.815001479750604,False
GLOD5,-0.07741553953443892,0.6891878788285015,40.78607140206185,43.034451771084335,0.8150172666831169,False
