gene,log2fc,p_value,mean_active,mean_latent,p_adj,significant
PCID2,-0.25919440015875106,4.6622949646516496e-07,2138.513525773196,2559.394843373494,3.5527074985924625e-06,True
PLAU,0.6548273315727557,4.6632734534267853e-07,72.23668567010309,45.88123959036144,3.5527074985924625e-06,True
AMFR,0.5389996609303149,4.673187109496499e-07,1671.7037536082478,1150.5467024096386,3.559122011174396e-06,True
SNORA26,-1.078519699388882,4.702336811755227e-07,10.3944041814433,21.951610116867467,3.580178007876151e-06,True
LOC199800,-0.472875794720914,4.7303671410112456e-07,42.94819253608248,59.60664662650603,3.6003685750898053e-06,True
GOSR2,0.34799323342945443,4.749027133478604e-07,206.3721388659794,162.14167819277108,3.61341658897671e-06,True
NMI,0.3935377773073568,4.7549533666594166e-07,1057.9320329896907,805.361921686747,3.616770563663068e-06,True
AARSD1,-0.312686814993903,4.759721603961765e-07,269.8377144329897,335.1434686746988,3.6192418694918968e-06,True
IL21R,-0.48329589201052453,4.771478825273462e-07,196.88854938144328,275.2371292771084,3.6270242518982028e-06,True
C2orf76,0.4309647807853405,4.797368928603461e-07,137.86824072164947,102.2659148192771,3.645541307372257e-06,True
NBEAL2,0.2893090281372561,4.80202056882516e-07,2538.0894536082474,2076.9030734939756,3.647912500354649e-06,True
IMMP2L,-1.032071556045531,4.805701175047049e-07,17.317626474226806,35.41382722168675,3.649544759105701e-06,True
MCM3AP,-0.2080639491631672,4.857285949257457e-07,815.6386742268041,942.1744,3.6875437593741364e-06,True
LOC91561,-0.14429751952947226,4.870075451537217e-07,39489.03515463917,43642.98072289157,3.6960754215346008e-06,True
LOC100131967,1.0038948839321666,4.881267558517622e-07,262.20460754536083,130.74884057831326,3.7033897148587683e-06,True
TSPAN32,-0.34027841594958624,4.883102796406528e-07,4186.594783505156,5300.232710843373,3.7036026080481603e-06,True
SERPINA1,0.3606121517256942,4.892441773015363e-07,17204.336175257733,13399.322674698797,3.7095047854406423e-06,True
RTN3,0.3161657834250131,4.919624173878337e-07,3308.023597938144,2657.010156626506,3.7289279890010696e-06,True
C10orf54,0.27410712598226966,4.928521675729533e-07,9153.216969072164,7569.362253012048,3.7344838384511658e-06,True
TMEM214,-0.29167094884665873,4.93310224137094e-07,370.23425463917516,453.18789638554216,3.736766127064544e-06,True
BTLA,-0.6473641395320726,4.966205869286336e-07,148.86716475257734,233.17121795180725,3.75945098265041e-06,True
TAF6,-0.38285354116876136,4.965192760381305e-07,108.93761597938143,142.04575734939758,3.75945098265041e-06,True
LOC100132317,1.1641264130650932,4.973093333465951e-07,256.52214783505156,114.46900254216868,3.7634689480037914e-06,True
P2RY11,-0.4642905913938733,5.018832118162086e-07,365.49573505154643,504.25209156626516,3.7968763909487253e-06,True
CCR1,0.5258646208144109,5.024576928224666e-07,1830.0804855670103,1271.0691132530121,3.8000157511459113e-06,True
ZNF260,-0.6418581084195232,5.100919597588884e-07,77.29395727938144,120.60465936144578,3.8565283266696286e-06,True
CTNNBL1,-0.2236466578021025,5.108158139318817e-07,885.4290144329898,1033.8989674698796,3.860775740894422e-06,True
GPR89B,-0.3059813701170391,5.11029656649102e-07,248.17280206185566,306.80593373493974,3.86116698710801e-06,True
DGCR6L,-0.3012994201776809,5.137600772141572e-07,567.4720639175258,699.2696024096385,3.880566366351575e-06,True
MPO,1.5193716197368783,5.150496719715604e-07,212.79987979381443,74.23264686746988,3.889073957330739e-06,True
GPR56,-0.5054663777647334,5.155919783019364e-07,3046.9264422680412,4325.362506024097,3.891935265870416e-06,True
ACOX1,0.45803099724930413,5.167522961674948e-07,818.0352608247423,595.5126001204819,3.899458331199946e-06,True
LOC729985,-0.6582641185790746,5.182510237630122e-07,91.14529957731959,143.84392385542168,3.9095294930672076e-06,True
FAM107B,-0.250706419548558,5.190330180969754e-07,2766.5827525773198,3291.651265060241,3.914189170662946e-06,True
LCN2,1.5483081086581458,5.220572777690639e-07,3437.640335051546,1175.3663506024097,3.935750167181141e-06,True
LYSMD1,1.1495350700567009,5.22318119655505e-07,29.44753445360825,13.274079104819274,3.936470915708034e-06,True
LEPR,0.8769322545261352,5.22848840558973e-07,185.34588762886594,100.92529831325301,3.9392245188603455e-06,True
LOC100129975,-0.6997947538173501,5.238333079652145e-07,51.64776921855671,83.89011308433733,3.945393896824313e-06,True
LOC644133,-0.5130193813645184,5.253998955514204e-07,53.61921510309278,76.51642566265062,3.95594238676406e-06,True
LOC650815,-0.5362417671076796,5.280268605909549e-07,77.92117692783505,113.00049875903613,3.974465687159027e-06,True
FBXL18,-0.21575252376024873,5.303094470853553e-07,717.1945927835051,832.8848987951804,3.990385962701965e-06,True
ALOX5AP,0.2696193262777457,5.313872912116031e-07,26706.763505154635,22154.285903614462,3.997233798084628e-06,True
DCXR,-0.2914714884187773,5.339994910206556e-07,1192.2797298969072,1459.2168012048194,4.015615490714987e-06,True
PRTFDC1,0.4778127213455083,5.342396581489451e-07,98.67947907216495,70.85832578313251,4.016153794913954e-06,True
RPL13A,-0.37473574943641197,5.377710649616169e-07,7195.633257731957,9329.872771084336,4.041425892927634e-06,True
FAM178A,-0.22547489111826685,5.404876552695398e-07,412.45639690721646,482.2283614457831,4.060560520809286e-06,True
LOC100131360,0.7000221682047931,5.437093697669947e-07,110.13211597938144,67.79322795180722,4.0834767704789135e-06,True
PCYT1A,0.7358296880805892,5.456803298111278e-07,35.125488855670106,21.091893481927713,4.096987865455562e-06,True
CD4,-0.38664807164266024,5.492038924050675e-07,496.5322717525773,649.1426554216868,4.122143770877733e-06,True
NKG7,-0.4052069840527344,5.51828645998776e-07,13661.146969072162,18091.16856626506,4.14053979011932e-06,True
NETO2,0.9954953541477854,5.524806817631471e-07,113.15032345360825,56.75208709638553,4.144126977847434e-06,True
OLFM4,2.943363165722682,5.542326659664772e-07,401.610772257732,52.21132950602411,4.155959962643811e-06,True
CLIC4,0.5650687884212126,5.548325329039182e-07,544.6578913402062,368.14689795180726,4.159148971482078e-06,True
LILRA2,0.3138229365331538,5.644597093939327e-07,7623.504618556701,6133.163614457831,4.2299854221112485e-06,True
ANKRD52,-0.4844655903172568,5.716196184866804e-07,52.794706350515455,73.86335891566264,4.280947554608045e-06,True
KIAA0556,0.2647803803740693,5.716030073171712e-07,796.6124061855671,663.0407626506023,4.280947554608045e-06,True
ZNF837,-0.5033350459141847,5.762056331961756e-07,57.89797220618557,82.06959686746988,4.31393676921197e-06,True
FABP5L2,0.5540731859534991,5.774449911293716e-07,75.24399756701031,51.248270301204826,4.3218573747015455e-06,True
TAX1BP3,0.36353883590764197,5.811358843776772e-07,1389.9021103092782,1080.3093132530119,4.348115632389888e-06,True
MEX3C,-0.4371125794827845,5.825701276289228e-07,372.515724742268,504.34603156626497,4.357478226217842e-06,True
SAR1B,0.5607012516195432,5.850884607123021e-07,442.2384422680412,299.82552048192775,4.374941117247072e-06,True
MBOAT1,0.26177249128210933,5.872934661634963e-07,727.7480659793815,606.9874168674698,4.39005090819359e-06,True
CRY1,-0.6487438624814068,5.876889898568939e-07,114.07325271134019,178.84433468674698,4.391629487252442e-06,True
AKAP8,-0.22670889037944478,5.884070400478349e-07,396.1793329896907,463.5941987951807,4.3956164675633654e-06,True
SNTA1,-0.39699430945811087,5.943880328950178e-07,152.53613268041238,200.853741686747,4.438904735942949e-06,True
FRMPD3,-0.5539072294609053,6.015120540907368e-07,88.51853570103091,129.95018795180724,4.490699362144664e-06,True
FAM86D,-0.49738328861749337,6.019167956989284e-07,57.525916185567006,81.20650759036144,4.492313228049991e-06,True
PTPLAD1,-0.28873769041501535,6.025410138143669e-07,656.223162886598,801.6231698795181,4.49415609646201e-06,True
ITGB2,0.18539728093437122,6.023999596272357e-07,37408.03051546391,32896.879277108426,4.49415609646201e-06,True
POP5,-0.38871392846368347,6.043180160785084e-07,221.5736711340206,290.089964939759,4.505999404393836e-06,True
CNFN,-0.4129152485858662,6.045319033005644e-07,116.85794134020617,155.58155457831327,4.506183833644978e-06,True
UNC84A,-0.3930493895769271,6.090581988543855e-07,226.78374484536081,297.8047212048193,4.538502806164537e-06,True
COQ9,-0.2470762726543446,6.102473370740247e-07,478.58371134020615,567.9829284337349,4.5459419359332365e-06,True
C3orf34,-0.26864000280839645,6.124461196627502e-07,9470.311979381444,11408.616590361446,4.559469971476781e-06,True
ZNF343,-1.0446916537524626,6.12307087292665e-07,16.192674731958764,33.404280060240964,4.559469971476781e-06,True
NDE1,-0.24110911555869427,6.187989346124755e-07,5222.879587628867,6172.926265060241,4.6053255292949084e-06,True
LOC729010,0.9252152487325381,6.1939114195709e-07,188.28304195876288,99.1502158433735,4.60829330882066e-06,True
LOC100129158,-0.232534142157188,6.217898975936232e-07,14133.961731958761,16605.947590361444,4.621809900272351e-06,True
ATP6V0A1,0.2443794062212,6.214671461840406e-07,2571.736670103093,2171.0057108433734,4.621809900272351e-06,True
LOC730546,0.9527127083759873,6.216759222750079e-07,24.54825083917526,12.683100969879519,4.621809900272351e-06,True
DSTYK,-0.2333215639610965,6.291606602202529e-07,245.8159977319588,288.9661240963855,4.675138617725229e-06,True
PORCN,-0.5126256695150874,6.296738023173983e-07,51.877508,74.01075066265061,4.677492669974238e-06,True
ADA,-0.35696086041685937,6.313959003295118e-07,1247.5503360824741,1597.7690481927712,4.688823108961958e-06,True
FASTKD2,-0.39954479646720087,6.336756440900732e-07,96.37976865979381,127.13374722891564,4.704286341276975e-06,True
PPAN,-0.8371252841636346,6.35105281578994e-07,31.022560709278345,55.421396361445794,4.7134308794568145e-06,True
LOC728448,-0.7606740178328764,6.360976855940236e-07,27.286513360824742,46.23104836144578,4.717856526745462e-06,True
PIP3-E,-0.23260752124152334,6.359321812853693e-07,511.1566762886598,600.5869325301206,4.717856526745462e-06,True
C12orf51,-0.23212570164581656,6.395206243238666e-07,487.449387628866,572.5406518072289,4.741767766345308e-06,True
SLC22A15,0.6260311292181824,6.447876330900857e-07,342.9020157731959,222.18559050602408,4.779332850997235e-06,True
CCDC120,-0.2887992064394195,6.458097458717934e-07,160.6374355670103,196.2383963855422,4.7854200858176475e-06,True
IRAK2,0.5194275462314331,6.463408956967097e-07,392.70726185567014,273.9716720481927,4.787866653663779e-06,True
TRPM6,0.6751282607515063,6.470942275024571e-07,360.1398313402063,225.54712698795177,4.791957035060937e-06,True
PTK2B,0.25216906994317645,6.502843223993153e-07,1273.7928680412372,1069.5186421686747,4.814084341988467e-06,True
BEST1,0.47546795816636994,6.517708284878104e-07,792.4909804123712,569.9860289156627,4.823590073645576e-06,True
TMEM66,-0.2802380393051386,6.533284832027291e-07,10694.42175257732,12987.254855421688,4.833616290477831e-06,True
GNRH1,-0.29087028696599654,6.536565784819077e-07,142.8953610309278,174.8150469879518,4.834542275434488e-06,True
YTHDF3,0.2679123452108134,6.578597827082618e-07,598.0441680412372,496.6879313253013,4.864119678292651e-06,True
BLMH,-0.2821887548237099,6.625746565678915e-07,280.76798762886597,341.4246468674699,4.897460764324196e-06,True
STX1A,-0.37652492006159616,6.632611512880967e-07,81.13565886597938,105.33120734939757,4.901014394273054e-06,True
JMJD4,-0.38635101171636843,6.654231016239567e-07,89.22050000000002,116.61861951807231,4.915464976740317e-06,True
LOC642489,0.2825953897655244,6.6818603972693e-07,5827.312587628866,4790.696144578313,4.93434470688613e-06,True
C12orf4,0.3542657481612324,6.722673561280923e-07,176.9298536082474,138.4065048192771,4.96294552991619e-06,True
UCP3,-0.5028419082968425,6.835018941427389e-07,58.36523519587629,82.7036615253012,5.044320205750455e-06,True
FAM36A,-0.302562980562398,6.882008092072685e-07,337.4538556701031,416.19314939759033,5.077425790568212e-06,True
NTN3,0.6826583299688693,6.919967827494188e-07,259.8735585567011,161.90544674698796,5.103851193634491e-06,True
KIR3DL3,-0.6599924523383287,6.943190712342113e-07,232.37958268041234,367.17701975903617,5.119394377595982e-06,True
KLHL8,0.3625307044069003,7.004025302521942e-07,1249.038311340206,971.500756626506,5.162651447462259e-06,True
RPL13L,-0.4825497305534845,7.0192173511808e-07,2104.8591938144327,2940.9320614457833,5.172249148072384e-06,True
RELL1,-0.5717495804450305,7.033532252017094e-07,842.4636680412372,1252.1747855421686,5.181194769319828e-06,True
LSMD1,0.42979235256456616,7.052789473047429e-07,422.29582474226805,313.49917156626503,5.193774454912176e-06,True
TMCC1,-1.117814978687692,7.068782309704118e-07,26.726623840206187,58.001595397590364,5.203943169470989e-06,True
ZDHHC19,1.7321465457682552,7.086421572453902e-07,548.0327696907216,164.95992891566266,5.215317303693831e-06,True
TMEM143,-0.46664540743610705,7.189363114420324e-07,66.04976608247424,91.2736774698795,5.289444023311779e-06,True
ZNF775,-0.42879922453194147,7.209982648514296e-07,52.47847737113402,70.6419460120482,5.302976740832234e-06,True
BLCAP,-0.19380222827352148,7.217311466100578e-07,652.5566195876289,746.3774048192771,5.306728736324508e-06,True
TAF12,0.3228717480171551,7.294306000161925e-07,493.0503865979382,394.1823939759036,5.360718545476865e-06,True
SPPL2B,-0.5055101457962738,7.295239694595977e-07,71.62453278350516,101.67999566265058,5.360718545476865e-06,True
PTCD2,-0.3722556914969517,7.307575467018503e-07,188.10553855670105,243.47911373493972,5.368127362034591e-06,True
NAALADL1,-0.3838261472912204,7.344466174447671e-07,238.75699845360828,311.5295831325301,5.393564046666672e-06,True
LOC650795,-0.5756434899412346,7.402401839297564e-07,128.0159907216495,190.787614939759,5.43443510069602e-06,True
LUZP1,-0.2711681971928197,7.405656154549891e-07,351.00547010309276,423.5879975903614,5.4351493089908214e-06,True
DCTN1,-0.23610558730752917,7.412589401967507e-07,1495.8994309278353,1761.8837939759037,5.438562282817121e-06,True
NOXA1,-0.49415490654799543,7.42417097995977e-07,99.81499979381442,140.58897337349399,5.44538255097234e-06,True
ASMTL,-0.3100973542856103,7.438878551261224e-07,477.960155670103,592.5708710843373,5.45449072719902e-06,True
PSD4,-0.3083543789419799,7.57198354338869e-07,1093.4487092783504,1354.0114397590362,5.550380429358422e-06,True
USP36,-0.36511320399021,7.591931050647803e-07,307.63308288659795,396.22608554216873,5.563290477378733e-06,True
LOC100128936,-0.3870219703854657,7.634332852013271e-07,5803.5338659793815,7589.2305301204815,5.59264180607356e-06,True
NOB1,-0.36722565266709767,7.706908710158955e-07,105.70067226804125,136.34012445783134,5.644072739075217e-06,True
NIPSNAP1,-0.3830827005816934,7.718959054053256e-07,345.0038730927835,449.92834518072294,5.6496455270516425e-06,True
WDR57,-0.24691633688920078,7.719261298137554e-07,522.4655072164949,619.9930879518072,5.6496455270516425e-06,True
LOC728576,-0.1878820330314196,7.721660046464067e-07,20429.961340206184,23271.569397590363,5.649665457214787e-06,True
GRB2,0.40438215995701804,7.72739986958991e-07,1517.9721020618556,1146.9186903614457,5.652129170808734e-06,True
TMEM50B,-0.26536317775146123,7.747198432300512e-07,1003.4377804123711,1206.0705831325304,5.664871339861728e-06,True
GALK1,0.19924866148904297,7.75322181801976e-07,3356.6611649484535,2923.6654819277105,5.667536157431259e-06,True
FAM3A,-0.1973035211828114,7.77311283619208e-07,2704.0564742268034,3100.34508433735,5.680333346521593e-06,True
C19orf2,-0.342451928353889,7.790163479657968e-07,1397.528474226804,1771.9398192771084,5.691047671753811e-06,True
GRPEL1,-0.21067302719489578,7.799517870085286e-07,380.7469556701031,440.6110048192771,5.696134709351372e-06,True
LOC642788,0.7179984111149682,7.804968332500104e-07,210.7323243298969,128.11267481927712,5.698368390596076e-06,True
LOC650780,0.4118350118890881,7.807861054159282e-07,114.08243587628866,85.75196759036146,5.698733881532983e-06,True
CIC,-0.3722337343055143,7.839557090024447e-07,325.52490969072164,421.3449048192772,5.720115422837747e-06,True
YOD1,1.1075853841226444,7.866679151427407e-07,1964.1373597938143,911.4973975903614,5.738147502279704e-06,True
CLEC2B,0.5786877054946163,7.873642577588785e-07,451.7143494845361,302.45552999999995,5.7398840372462565e-06,True
TBC1D4,-0.46589427519380033,7.873878618864444e-07,191.4274588659794,264.39448131325304,5.7398840372462565e-06,True
DYRK3,0.9754176056734417,7.877965876825425e-07,73.62222702061857,37.44372033012049,5.741106793625332e-06,True
KIAA1267,-0.2154132687902131,7.914944675743426e-07,2368.3699896907215,2749.763891566265,5.766291345878765e-06,True
LOC286016,0.3845516227255729,7.967746569567249e-07,936.8396701030928,717.6351445783133,5.8029846079731146e-06,True
TMEM87B,1.062101674033713,7.984990337160388e-07,28.840315340206185,13.812603406024097,5.813766039186184e-06,True
RPL14,-0.5576592968678455,8.031722775165114e-07,2187.8206608247424,3220.207780722892,5.846004634059226e-06,True
RELB,0.42908004067598543,8.054899769336725e-07,556.4501268041237,413.2951253012048,5.861083604303872e-06,True
LOC100132960,0.5850032505082324,8.060564545428336e-07,595.549212371134,397.0215939759036,5.863414631014939e-06,True
FCAR,-0.46418205358154335,8.143262657320387e-07,1980.6712,2732.40523253012,5.92176270712282e-06,True
LPIN1,-0.3211346979331089,8.169463262351e-07,1401.9155278350515,1751.430961445783,5.9390028470853785e-06,True
SKAP2,0.39440541487743513,8.271051725115489e-07,1939.0233762886596,1475.2145409638554,6.009187717213367e-06,True
LOC729446,-0.24940818346610943,8.269849777896995e-07,693.7134010309279,824.6305662650605,6.009187717213367e-06,True
KCND1,0.5778468138083558,8.275216541028047e-07,125.38022917525774,84.00010626506024,6.0103805992960724e-06,True
LOC641992,0.557606681663977,8.28385987781147e-07,346.4129317525773,235.36276590361447,6.014824561691638e-06,True
PTCRA,0.7304237340235944,8.334679172012001e-07,856.279812371134,516.102843373494,6.049880009592989e-06,True
LOC641693,0.6663587977202917,8.355124325174018e-07,185.77320350515464,117.05476144578314,6.0628731891142445e-06,True
TMEM18,-0.28406374426809405,8.45176405162454e-07,108.2053912371134,131.7530286746988,6.131132003710458e-06,True
PAFAH1B1,-0.21074181721822866,8.459452682167946e-07,1472.028263917526,1703.553421686747,6.134841438273576e-06,True
LOC134466,0.9293333214903483,8.487929219347924e-07,25.44547001030928,13.361440175903612,6.153619531117638e-06,True
REPIN1,-0.29078179481731686,8.584291146814497e-07,1984.5552577319586,2427.712409638554,6.221587100412588e-06,True
FKBP15,0.2706204388483739,8.593137665390061e-07,669.0785175257732,554.6413144578314,6.226104580370663e-06,True
LOC732229,1.214940211059692,8.596375986365331e-07,23.506886622680415,10.126553609638554,6.226557163976324e-06,True
ACIN1,-0.16179242338063157,8.627155701616492e-07,1433.7134876288662,1603.8610602409638,6.246952288134033e-06,True
SMCR7L,-0.22363277760938277,8.648293034288706e-07,501.6199453608248,585.7266313253011,6.260355057911269e-06,True
SYF2,0.20769343278217006,8.70169371158174e-07,1980.3212443298967,1714.800862650603,6.297097487576299e-06,True
PIWIL4,0.4556107175223862,8.747008374864607e-07,78.04807958762886,56.912770722891565,6.327967826128136e-06,True
CMTM6,0.35233053933755176,8.757590636119545e-07,3824.64375257732,2995.9111421686744,6.333700113062414e-06,True
ZNF575,-0.8585736840517953,8.765929890511764e-07,19.26766846216495,34.93699898072289,6.337807216438901e-06,True
IL15RA,1.2461174312141434,8.778598326010367e-07,22.573926234020618,9.516743773493978,6.345040895647602e-06,True
RRP15,-0.6399711786182023,8.8536374505693e-07,72.90030713402062,113.60040486024097,6.397337124201166e-06,True
CHMP2B,0.4255035196384366,8.866636949953326e-07,543.173449484536,404.43544518072287,6.4047875093613734e-06,True
ZNF517,-0.4120833808771937,8.886064881144087e-07,56.06045595876289,74.59437578313252,6.4168755278416375e-06,True
OSGEPL1,-0.6967175625033291,8.890948938253177e-07,44.063642010824736,71.41891943373494,6.418456865333497e-06,True
KRCC1,0.41885542918350727,8.894732556423249e-07,692.7742103092783,518.2074638554216,6.419243068514724e-06,True
LOC728931,-0.3237576245053692,8.91803111159031e-07,434.36704948453604,543.6477927710843,6.434108272907812e-06,True
C21orf56,-0.9318353254108782,8.943916656193171e-07,31.99335071958763,61.033757927710845,6.4508303512107145e-06,True
C11orf49,-0.3696728309481924,8.975772405352248e-07,78.10692236082475,100.91881361445783,6.471847034282887e-06,True
ALDH3A2,-0.2368243125558763,9.047229933645175e-07,400.5137340206186,471.96374096385534,6.521396632654433e-06,True
FLJ20273,0.6282252762177172,9.068528538228425e-07,987.1022452577319,638.6273114457832,6.534771789661699e-06,True
KIAA1598,0.6182583985552916,9.117471049010082e-07,465.56586113402057,303.2960846987952,6.56805300273865e-06,True
TTC35,0.9819718712977343,9.154734115232844e-07,36.81653468762887,18.639743015662653,6.59290298752092e-06,True
GTF2B,0.4897390382376126,9.160160762313097e-07,394.1221381443299,280.67561934939766,6.594817462695223e-06,True
SUPT16H,-0.24206305196229805,9.166135341014626e-07,1419.57688556701,1678.9090060240965,6.597125142869832e-06,True
AMOT,-0.37853167896651224,9.216991096502542e-07,88.96376195876287,115.65449831325301,6.6317239170033236e-06,True
RAB33A,-0.363004379302204,9.246618628561757e-07,171.43483257731958,220.48257602409635,6.651032475489937e-06,True
IFT88,0.3610268280321059,9.322125353508226e-07,125.5260356701031,97.73585325301205,6.70332002102706e-06,True
C16orf79,-0.4142240831859959,9.33395557141505e-07,137.53450247422683,183.27597337349397,6.709801556361519e-06,True
BTBD10,0.3328572392606243,9.346368612627786e-07,414.0770288659794,328.761630120482,6.7166980228848185e-06,True
PARP10,0.29899605359906545,9.401208787981781e-07,2447.6728762886596,1989.5121445783134,6.754071078289806e-06,True
DEXI,-0.30742135037676815,9.447120754429656e-07,935.9710113402061,1158.2583662650602,6.785009277442801e-06,True
POL3S,-0.6321544949338648,9.453400946969689e-07,62.95177962886597,97.56756734939759,6.78747350089388e-06,True
TSPAN13,-0.7035185943563164,9.457694705603472e-07,132.52785455670104,215.81785251879515,6.78851042397082e-06,True
FAM160A2,0.31757319882409457,9.553170205559233e-07,662.9816144329897,531.9887228915661,6.854975114669807e-06,True
LOC389141,-0.34968234182984104,9.62312856373601e-07,8170.214515463917,10411.141120481929,6.903095205476753e-06,True
HIST2H3D,0.5657838953886779,9.639415595839817e-07,45.35287339175258,30.63986757831325,6.910616844408424e-06,True
STARD8,1.5107602168835599,9.637040181647633e-07,31.264113175257727,10.971398069879518,6.910616844408424e-06,True
IL18BP,-0.3172993811417346,9.65889205376686e-07,996.9474247422679,1242.1924554216869,6.920414598402644e-06,True
PINK1,0.4626838307107058,9.658052980670216e-07,1647.9770422680415,1195.8300036144578,6.920414598402644e-06,True
KIAA0494,-0.252429099285967,9.688437233375467e-07,1451.0183969072166,1728.4692168674696,6.939496097736132e-06,True
TDRD7,0.41555678903228443,9.740146992900224e-07,596.5465113402062,447.2488698795181,6.974437084817013e-06,True
LDHB,-0.4968632503052343,9.878164370917562e-07,1547.021601030928,2183.0672771084337,7.071139116838014e-06,True
N6AMT1,-0.7517748087622399,9.898078531909581e-07,43.52272812371133,73.28631378313251,7.083265991759747e-06,True
PSEN1,0.3762155453248571,9.906505101342157e-07,260.1927682474227,200.4670768674699,7.087167298176402e-06,True
ZNF286A,-1.2839046764113466,9.912611653392858e-07,11.723734640206183,28.54695556626505,7.089407007468569e-06,True
C22orf37,0.8417021445787227,1.0112127781410722e-06,40.571953817525774,22.638535545180723,7.22992857552664e-06,True
LOC647856,-0.3724344191051008,1.0137069767957746e-06,7874.0217835051535,10193.199951807228,7.245586951156838e-06,True
PGK1,0.14388083801203666,1.0144628646009294e-06,8597.61518556701,7781.540012048193,7.2488148840395735e-06,True
RPL37,-0.2605673326334268,1.0161927599718814e-06,165.8633304123711,198.6959268674699,7.258998536974551e-06,True
IFI44,1.1375489515720318,1.0192568038619043e-06,2405.2409183505156,1093.2569013253012,7.278703488729661e-06,True
MED22,-0.22055037510505768,1.0208739255333332e-06,1637.0624659793814,1907.4691807228912,7.288066984710998e-06,True
SPTB,2.1029602174701516,1.0275302883243495e-06,54.131192144329894,12.600665609638554,7.3333894723639835e-06,True
IL18R1,0.8746877809896134,1.0301117396247766e-06,1025.9206175257734,559.5082554216868,7.349611252794565e-06,True
ADK,-0.35764322205240856,1.0317094731053546e-06,261.2292141237113,334.721093373494,7.358806819697264e-06,True
PRF1,-0.4806092825294012,1.0366232380387574e-06,3989.7289175257733,5566.999710843374,7.391641843698688e-06,True
RPL38,-0.1274683724639552,1.039259188616606e-06,34170.05319587629,37326.516265060236,7.408220122804729e-06,True
DPY19L1,0.23764727246474246,1.0396845664804948e-06,372.63205154639166,316.0394156626506,7.409035425445656e-06,True
MCOLN2,-0.4676064233943495,1.0405700210166597e-06,1259.6767216494845,1741.8977710843371,7.4131278740071425e-06,True
STX11,0.575314829325668,1.042154353906828e-06,4557.7778247422675,3058.905993975903,7.4221952684969695e-06,True
TRAPPC5,0.4420769799208491,1.0424869768688552e-06,3484.1876391752576,2564.620469879518,7.422345262984679e-06,True
CDRT4,-0.7162662644865332,1.0441768704380578e-06,62.19157436927834,102.17606697590362,7.432155836404496e-06,True
NCBP2,-0.260275604802442,1.0535812919028956e-06,838.5501,1004.3377325301204,7.496853977599368e-06,True
SLC1A3,1.805919834791431,1.0549312669456494e-06,26.977442408247427,7.715511697590362,7.504218445042163e-06,True
LOC390705,-0.8575154727785635,1.0556513690936077e-06,20.263999755670103,36.71665008192771,7.507099273408065e-06,True
RANBP3,-0.1588715293455078,1.0609476960642128e-06,1021.6451350515464,1140.5784638554214,7.54251177658542e-06,True
TOMM40,-0.28769039379311184,1.061312943272784e-06,1259.0565608247423,1536.9108566265058,7.542857472430649e-06,True
C9orf5,-0.3062691196357846,1.0673459199455854e-06,521.3645144329897,644.6702963855421,7.583472070045834e-06,True
EIF2B1,-0.2407867874419017,1.06798818109629e-06,649.7975597938145,767.8247759036144,7.585772939253702e-06,True
Magmas,-0.20483156871587213,1.0693869907338784e-06,813.2902731958762,937.3591530120483,7.59344449485937e-06,True
MOSPD2,0.29465895660834335,1.0700367006641167e-06,1431.102142268041,1166.727534939759,7.5957938974735545e-06,True
FTHL16,0.12848815951996204,1.0721723182029853e-06,48806.06154639176,44647.27662650602,7.60868666563888e-06,True
LOC652324,-0.5659957317415081,1.0726649435564707e-06,44.52615677319588,65.91691957831327,7.60991570885819e-06,True
FLJ45445,0.8717326593506526,1.0756560059030173e-06,254.25182690721653,138.9461135060241,7.628863658418453e-06,True
SH3BP1,-0.305925355611438,1.0798513665627858e-06,955.6703092783504,1181.41043373494,7.653405314784762e-06,True
SLC30A1,0.5569701623549846,1.0800206247019746e-06,118.95284237113404,80.85559891566265,7.653405314784762e-06,True
AGPAT1,0.39086487127955005,1.0800801187216711e-06,440.4607567010309,335.9272,7.653405314784762e-06,True
CTPS,-0.5358245022998785,1.0843383685934874e-06,97.62306486597939,141.5310360240964,7.68129436663772e-06,True
JTB,0.1423473570418911,1.0859387148591899e-06,12585.069783505152,11402.624,7.690344234271843e-06,True
FAM69A,-0.4101944508539719,1.0877486568489363e-06,277.1352617525774,368.27532480722897,7.700872586066036e-06,True
FAM167A,-1.429030300148596,1.090889877004412e-06,7.6124039484536095,20.49759042168675,7.72081685676652e-06,True
CBR3,-0.5946424693370812,1.0939516207603839e-06,33.40530253608248,50.44529072289157,7.740186950215215e-06,True
MGC13057,0.9798841260840345,1.0958516042247597e-06,1142.6533225773196,579.3486143373493,7.750900404206906e-06,True
NOTCH2NL,0.37509588574525826,1.0961165034535142e-06,381.7455144329897,294.3464686746988,7.750900404206906e-06,True
LOC652578,0.6548772110365549,1.1011279213508454e-06,446.24497041237106,283.4233651807229,7.784026845798573e-06,True
RHD,1.8283103560702418,1.1059647721585883e-06,143.61872498969072,40.442203325301215,7.815899960585598e-06,True
C6orf59,-0.6496566973462969,1.1112699783176638e-06,104.82655839175258,164.45136412048194,7.85106307635282e-06,True
SLC43A3,0.2811877395269139,1.115934866962979e-06,318.0290319587629,261.71030481927704,7.881682874491269e-06,True
TRIM74,-0.8863511090963234,1.1223993764837857e-06,9.976875590721649,18.44220423493976,7.924789572609803e-06,True
